,customer_id,Recency,Frequency,Monetary,r_quartile,f_quartile,m_quartile,RFM_Score,customer_category,state,age_range
622,656,10,8,3749.5599999999995,1,1,2,112,Diamond,VIC,"(36.75, 54.5]"
1272,1347,91,6,3745.3599999999997,4,3,2,432,Silver,NSW,"(36.75, 54.5]"
1957,2067,30,8,3743.7999999999993,2,1,2,212,Platinum,NSW,"(54.5, 72.25]"
79,87,18,9,3740.7599999999998,2,1,2,212,Platinum,VIC,"(54.5, 72.25]"
2774,2928,175,5,3739.8099999999995,4,3,2,432,Silver,VIC,"(18.929, 36.75]"
2941,3106,199,5,3738.75,4,3,2,432,Silver,QLD,"(54.5, 72.25]"
184,196,146,8,3737.9999999999995,4,1,2,412,Silver,QLD,"(54.5, 72.25]"
3295,3493,93,6,3728.88,4,3,2,432,Silver,NSW,"(18.929, 36.75]"
1354,1432,33,6,3727.0600000000004,2,3,2,232,Platinum,NSW,"(18.929, 36.75]"
1806,1908,107,6,3725.5699999999997,4,3,2,432,Silver,VIC,"(18.929, 36.75]"
214,228,77,5,3719.75,3,3,2,332,Gold,VIC,"(36.75, 54.5]"
596,630,53,7,3717.21,3,2,2,322,Gold,NSW,"(18.929, 36.75]"
3233,3426,45,6,3713.5199999999995,3,3,2,332,Gold,NSW,"(36.75, 54.5]"
2697,2844,23,6,3710.1699999999996,2,3,2,232,Platinum,VIC,"(18.929, 36.75]"
2923,3087,84,6,3708.87,3,3,2,332,Gold,NSW,"(54.5, 72.25]"
3239,3432,106,8,3707.7000000000003,4,1,2,412,Silver,QLD,"(36.75, 54.5]"
2208,2331,19,7,3707.2400000000002,2,2,2,222,Platinum,NSW,"(36.75, 54.5]"
28,35,92,4,3706.51,4,4,2,442,Bronze,NSW,"(54.5, 72.25]"
2672,2818,99,4,3700.7799999999997,4,4,2,442,Bronze,NSW,"(36.75, 54.5]"
2493,2633,15,9,3696.87,1,1,2,112,Diamond,NSW,"(36.75, 54.5]"
1997,2112,2,4,3696.4300000000003,1,4,2,142,Diamond,NSW,"(54.5, 72.25]"
2281,2410,36,6,3695.7300000000005,2,3,2,232,Platinum,NSW,"(36.75, 54.5]"
1678,1775,52,6,3695.6400000000003,3,3,2,332,Gold,VIC,"(18.929, 36.75]"
210,224,1,6,3692.09,1,3,2,132,Diamond,VIC,"(36.75, 54.5]"
2993,3160,52,5,3690.8199999999997,3,3,2,332,Gold,NSW,"(18.929, 36.75]"
18,24,17,7,3689.35,1,2,2,122,Diamond,NSW,"(36.75, 54.5]"
2963,3128,104,5,3687.54,4,3,2,432,Silver,VIC,"(54.5, 72.25]"
2939,3104,49,6,3686.72,3,3,2,332,Gold,NSW,"(18.929, 36.75]"
1349,1427,59,6,3684.7,3,3,2,332,Gold,NSW,"(36.75, 54.5]"
1635,1728,45,6,3684.49,3,3,2,332,Gold,VIC,"(36.75, 54.5]"
2232,2358,3,11,3682.7300000000005,1,1,2,112,Diamond,NSW,"(36.75, 54.5]"
1404,1486,32,5,3681.51,2,3,2,232,Platinum,NSW,"(36.75, 54.5]"
433,457,115,5,3680.34,4,3,2,432,Silver,NSW,"(36.75, 54.5]"
2558,2703,19,7,3679.59,2,2,2,222,Platinum,NSW,"(36.75, 54.5]"
1493,1577,12,7,3677.0,1,2,2,122,Diamond,QLD,"(54.5, 72.25]"
2499,2639,31,5,3676.22,2,3,2,232,Platinum,NSW,"(36.75, 54.5]"
2914,3077,16,7,3672.1499999999996,1,2,2,122,Diamond,QLD,"(54.5, 72.25]"
1396,1478,1,8,3669.8999999999996,1,1,2,112,Diamond,NSW,"(18.929, 36.75]"
3214,3407,18,8,3669.36,2,1,2,212,Platinum,NSW,"(18.929, 36.75]"
1664,1760,12,6,3666.9399999999996,1,3,2,132,Diamond,NSW,"(54.5, 72.25]"
505,536,32,4,3662.2999999999997,2,4,2,242,Gold,VIC,"(36.75, 54.5]"
287,307,15,9,3660.9499999999994,1,1,2,112,Diamond,NSW,"(54.5, 72.25]"
1979,2093,60,6,3660.4800000000005,3,3,2,332,Gold,NSW,"(18.929, 36.75]"
1864,1970,0,8,3660.48,1,1,2,112,Diamond,NSW,"(36.75, 54.5]"
969,1029,30,6,3660.0600000000004,2,3,2,232,Platinum,QLD,"(36.75, 54.5]"
1824,1927,90,5,3658.13,4,3,2,432,Silver,VIC,"(36.75, 54.5]"
3098,3276,80,5,3655.39,3,3,2,332,Gold,QLD,"(54.5, 72.25]"
382,403,56,6,3653.6899999999996,3,3,2,332,Gold,NSW,"(54.5, 72.25]"
1608,1699,81,8,3652.88,3,1,2,312,Gold,VIC,"(54.5, 72.25]"
408,429,18,8,3652.2599999999998,2,1,2,212,Platinum,NSW,"(36.75, 54.5]"
399,420,59,10,3652.17,3,1,2,312,Gold,QLD,"(36.75, 54.5]"
1145,1214,23,4,3652.09,2,4,2,242,Gold,QLD,"(54.5, 72.25]"
1978,2092,16,5,3651.0299999999997,1,3,2,132,Diamond,NSW,"(18.929, 36.75]"
2115,2235,80,6,3649.92,3,3,2,332,Gold,NSW,"(54.5, 72.25]"
3114,3293,0,5,3649.71,1,3,2,132,Diamond,VIC,"(54.5, 72.25]"
1919,2028,40,7,3648.33,2,2,2,222,Platinum,VIC,"(36.75, 54.5]"
2733,2881,72,6,3646.67,3,3,2,332,Gold,NSW,"(36.75, 54.5]"
1604,1695,37,5,3646.3,2,3,2,232,Platinum,NSW,"(54.5, 72.25]"
893,949,88,6,3644.49,4,3,2,432,Silver,NSW,"(54.5, 72.25]"
380,401,29,7,3643.0299999999997,2,2,2,222,Platinum,NSW,"(54.5, 72.25]"
1456,1540,5,6,3641.91,1,3,2,132,Diamond,VIC,"(36.75, 54.5]"
1066,1132,44,9,3640.62,2,1,2,212,Platinum,NSW,"(36.75, 54.5]"
7,11,46,6,3638.8400000000006,3,3,2,332,Gold,NSW,"(54.5, 72.25]"
2518,2661,8,5,3638.75,1,3,2,132,Diamond,NSW,"(36.75, 54.5]"
1792,1893,2,7,3637.1699999999996,1,2,2,122,Diamond,NSW,"(18.929, 36.75]"
2372,2506,106,4,3636.97,4,4,2,442,Bronze,NSW,"(36.75, 54.5]"
223,237,26,8,3635.04,2,1,2,212,Platinum,QLD,"(36.75, 54.5]"
1949,2058,120,7,3634.98,4,2,2,422,Silver,NSW,"(54.5, 72.25]"
346,367,43,6,3634.45,2,3,2,232,Platinum,VIC,"(36.75, 54.5]"
3137,3318,151,4,3633.9500000000003,4,4,2,442,Bronze,VIC,"(54.5, 72.25]"
636,672,50,3,3633.14,3,4,2,342,Silver,QLD,"(36.75, 54.5]"
1029,1094,43,7,3632.3,2,2,2,222,Platinum,VIC,"(36.75, 54.5]"
2360,2494,95,7,3632.29,4,2,2,422,Silver,NSW,"(18.929, 36.75]"
298,318,9,7,3632.1800000000003,1,2,2,122,Diamond,NSW,"(54.5, 72.25]"
272,292,58,7,3631.6,3,2,2,322,Gold,QLD,"(54.5, 72.25]"
2061,2179,36,7,3631.2699999999995,2,2,2,222,Platinum,NSW,"(18.929, 36.75]"
1502,1588,32,7,3628.26,2,2,2,222,Platinum,NSW,"(36.75, 54.5]"
2195,2318,16,7,3627.4799999999996,1,2,2,122,Diamond,VIC,"(54.5, 72.25]"
738,782,25,6,3627.1699999999996,2,3,2,232,Platinum,QLD,"(36.75, 54.5]"
897,954,113,4,3624.0,4,4,2,442,Bronze,VIC,"(36.75, 54.5]"
1684,1782,81,6,3622.1000000000004,3,3,2,332,Gold,VIC,"(54.5, 72.25]"
581,615,42,4,3620.88,2,4,2,242,Gold,NSW,"(36.75, 54.5]"
36,43,61,9,3619.9500000000003,3,1,2,312,Gold,NSW,"(54.5, 72.25]"
1728,1827,38,5,3619.13,2,3,2,232,Platinum,QLD,"(18.929, 36.75]"
2925,3089,27,4,3618.4400000000005,2,4,2,242,Gold,NSW,"(54.5, 72.25]"
309,329,34,6,3618.01,2,3,2,232,Platinum,QLD,"(18.929, 36.75]"
16,20,31,4,3608.2799999999997,2,4,2,242,Gold,NSW,"(36.75, 54.5]"
1219,1292,31,5,3607.66,2,3,2,232,Platinum,NSW,"(18.929, 36.75]"
2087,2207,74,6,3604.14,3,3,2,332,Gold,NSW,"(18.929, 36.75]"
555,588,19,5,3603.85,2,3,2,232,Platinum,NSW,"(18.929, 36.75]"
3024,3195,49,9,3603.19,3,1,2,312,Gold,NSW,"(36.75, 54.5]"
947,1007,20,7,3601.9599999999996,2,2,2,222,Platinum,NSW,"(18.929, 36.75]"
944,1004,203,6,3600.9400000000005,4,3,2,432,Silver,NSW,"(18.929, 36.75]"
437,462,142,6,3600.2600000000007,4,3,2,432,Silver,NSW,"(36.75, 54.5]"
277,297,8,4,3599.1800000000003,1,4,2,142,Diamond,NSW,"(18.929, 36.75]"
1261,1336,78,6,3595.9100000000003,3,3,2,332,Gold,NSW,"(36.75, 54.5]"
1024,1088,13,6,3595.3199999999997,1,3,2,132,Diamond,NSW,"(36.75, 54.5]"
2174,2296,36,4,3592.5,2,4,2,242,Gold,NSW,"(36.75, 54.5]"
2964,3129,16,5,3590.37,1,3,2,132,Diamond,VIC,"(54.5, 72.25]"
1166,1236,41,5,3588.5600000000004,2,3,2,232,Platinum,NSW,"(36.75, 54.5]"
1960,2071,20,7,3588.04,2,2,2,222,Platinum,NSW,"(54.5, 72.25]"
1844,1949,29,7,3586.71,2,2,2,222,Platinum,NSW,"(36.75, 54.5]"
495,525,119,8,3584.83,4,1,2,412,Silver,NSW,"(54.5, 72.25]"
528,560,41,6,3583.46,2,3,2,232,Platinum,NSW,"(54.5, 72.25]"
3149,3335,3,7,3582.6899999999996,1,2,2,122,Diamond,VIC,"(18.929, 36.75]"
1292,1368,48,6,3581.3399999999997,3,3,2,332,Gold,QLD,"(18.929, 36.75]"
1251,1326,10,6,3581.0000000000005,1,3,2,132,Diamond,NSW,"(18.929, 36.75]"
2904,3067,39,6,3575.9,2,3,2,232,Platinum,VIC,"(36.75, 54.5]"
2214,2338,23,7,3574.3100000000004,2,2,2,222,Platinum,VIC,"(36.75, 54.5]"
1201,1274,14,10,3573.5,1,1,2,112,Diamond,NSW,"(36.75, 54.5]"
1237,1311,37,4,3572.0599999999995,2,4,2,242,Gold,NSW,"(54.5, 72.25]"
3032,3204,34,9,3570.0099999999993,2,1,2,212,Platinum,NSW,"(54.5, 72.25]"
895,952,46,5,3569.9799999999996,3,3,2,332,Gold,NSW,"(54.5, 72.25]"
3056,3231,1,7,3569.02,1,2,2,122,Diamond,NSW,"(36.75, 54.5]"
1388,1468,24,7,3564.99,2,2,2,222,Platinum,VIC,"(54.5, 72.25]"
2760,2910,46,8,3564.73,3,1,2,312,Gold,VIC,"(36.75, 54.5]"
841,894,48,8,3564.27,3,1,2,312,Gold,VIC,"(36.75, 54.5]"
2537,2680,16,9,3560.1800000000003,1,1,2,112,Diamond,NSW,"(54.5, 72.25]"
1007,1070,0,4,3559.49,1,4,2,142,Diamond,NSW,"(54.5, 72.25]"
1915,2024,29,6,3558.4100000000003,2,3,2,232,Platinum,QLD,"(36.75, 54.5]"
1524,1610,8,5,3556.1499999999996,1,3,2,132,Diamond,QLD,"(18.929, 36.75]"
1430,1514,67,7,3553.83,3,2,2,322,Gold,NSW,"(18.929, 36.75]"
1832,1936,77,8,3553.7400000000002,3,1,2,312,Gold,NSW,"(36.75, 54.5]"
852,905,105,8,3553.2799999999997,4,1,2,412,Silver,NSW,"(18.929, 36.75]"
642,679,62,10,3551.2400000000002,3,1,2,312,Gold,VIC,"(54.5, 72.25]"
96,104,64,8,3550.26,3,1,2,312,Gold,NSW,"(36.75, 54.5]"
109,118,69,5,3550.1,3,3,2,332,Gold,QLD,"(36.75, 54.5]"
2845,3004,113,5,3550.04,4,3,2,432,Silver,NSW,"(18.929, 36.75]"
173,185,8,7,3547.6800000000003,1,2,2,122,Diamond,QLD,"(18.929, 36.75]"
870,924,109,9,3544.4399999999996,4,1,2,412,Silver,NSW,"(36.75, 54.5]"
14,18,134,7,3543.38,4,2,2,422,Silver,NSW,"(36.75, 54.5]"
127,136,20,8,3543.2,2,1,2,212,Platinum,VIC,"(36.75, 54.5]"
2444,2581,134,5,3541.7000000000003,4,3,2,432,Silver,QLD,"(18.929, 36.75]"
8,12,67,7,3540.0299999999997,3,2,2,322,Gold,NSW,"(54.5, 72.25]"
2103,2223,54,7,3538.42,3,2,2,322,Gold,QLD,"(36.75, 54.5]"
1628,1720,23,5,3538.0499999999997,2,3,2,232,Platinum,NSW,"(36.75, 54.5]"
297,317,51,5,3537.3900000000003,3,3,2,332,Gold,NSW,"(54.5, 72.25]"
565,598,131,7,3535.5600000000004,4,2,2,422,Silver,QLD,"(36.75, 54.5]"
2745,2893,59,3,3533.56,3,4,2,342,Silver,VIC,"(54.5, 72.25]"
480,508,155,6,3533.3600000000006,4,3,2,432,Silver,NSW,"(36.75, 54.5]"
2686,2832,23,8,3531.57,2,1,2,212,Platinum,VIC,"(36.75, 54.5]"
1644,1737,45,3,3531.09,3,4,2,342,Silver,VIC,"(36.75, 54.5]"
2062,2180,80,5,3527.7800000000007,3,3,2,332,Gold,NSW,"(18.929, 36.75]"
2819,2976,6,4,3521.63,1,4,2,142,Diamond,NSW,"(36.75, 54.5]"
1638,1731,43,11,3521.29,2,1,2,212,Platinum,VIC,"(36.75, 54.5]"
1659,1754,142,5,3519.51,4,3,2,432,Silver,NSW,"(18.929, 36.75]"
1472,1556,84,5,3519.2200000000003,3,3,2,332,Gold,VIC,"(54.5, 72.25]"
3197,3388,25,8,3516.78,2,1,2,212,Platinum,NSW,"(54.5, 72.25]"
903,960,78,4,3516.3700000000003,3,4,2,342,Silver,NSW,"(36.75, 54.5]"
705,748,46,9,3516.0,3,1,2,312,Gold,NSW,"(18.929, 36.75]"
526,558,35,7,3513.0200000000004,2,2,2,222,Platinum,NSW,"(36.75, 54.5]"
2105,2225,208,3,3512.1000000000004,4,4,2,442,Bronze,VIC,"(36.75, 54.5]"
1526,1613,41,8,3512.03,2,1,2,212,Platinum,NSW,"(18.929, 36.75]"
1679,1776,34,7,3510.7400000000002,2,2,2,222,Platinum,VIC,"(18.929, 36.75]"
604,638,60,8,3507.13,3,1,2,312,Gold,VIC,"(36.75, 54.5]"
2330,2462,24,6,3506.54,2,3,2,232,Platinum,QLD,"(54.5, 72.25]"
523,555,165,4,3505.63,4,4,2,442,Bronze,NSW,"(36.75, 54.5]"
820,871,54,8,3502.8599999999997,3,1,2,312,Gold,NSW,"(36.75, 54.5]"
51,58,20,8,3501.369999999999,2,1,2,212,Platinum,QLD,"(18.929, 36.75]"
1244,1318,7,7,3500.74,1,2,2,122,Diamond,NSW,"(18.929, 36.75]"
577,611,3,8,3500.4399999999996,1,1,2,112,Diamond,NSW,"(18.929, 36.75]"
739,783,96,5,3498.8599999999997,4,3,2,432,Silver,QLD,"(36.75, 54.5]"
307,327,16,5,3498.6299999999997,1,3,2,132,Diamond,NSW,"(18.929, 36.75]"
2447,2585,5,7,3498.1099999999997,1,2,2,122,Diamond,QLD,"(18.929, 36.75]"
2658,2804,58,7,3495.92,3,2,2,322,Gold,NSW,"(54.5, 72.25]"
2451,2589,67,5,3494.1600000000003,3,3,2,332,Gold,QLD,"(36.75, 54.5]"
560,593,1,6,3493.8,1,3,2,132,Diamond,QLD,"(36.75, 54.5]"
2450,2588,178,3,3493.49,4,4,2,442,Bronze,QLD,"(36.75, 54.5]"
2099,2219,61,5,3493.02,3,3,2,332,Gold,NSW,"(18.929, 36.75]"
681,723,15,8,3489.96,1,1,2,112,Diamond,NSW,"(54.5, 72.25]"
440,465,4,6,3488.7899999999995,1,3,2,132,Diamond,NSW,"(54.5, 72.25]"
1418,1500,5,5,3488.45,1,3,2,132,Diamond,NSW,"(36.75, 54.5]"
385,406,106,6,3486.14,4,3,2,432,Silver,QLD,"(36.75, 54.5]"
2282,2411,223,4,3483.39,4,4,2,442,Bronze,NSW,"(36.75, 54.5]"
1854,1959,141,8,3479.2199999999993,4,1,2,412,Silver,NSW,"(54.5, 72.25]"
1455,1539,65,8,3479.18,3,1,2,312,Gold,VIC,"(54.5, 72.25]"
1426,1508,61,5,3479.0099999999998,3,3,2,332,Gold,NSW,"(36.75, 54.5]"
2531,2674,44,5,3478.1400000000003,2,3,2,232,Platinum,NSW,"(36.75, 54.5]"
246,263,46,7,3476.9399999999996,3,2,2,322,Gold,NSW,"(18.929, 36.75]"
1575,1664,42,7,3476.3600000000006,2,2,2,222,Platinum,VIC,"(54.5, 72.25]"
3110,3289,69,5,3476.23,3,3,2,332,Gold,NSW,"(36.75, 54.5]"
1165,1235,81,3,3476.1600000000003,3,4,2,342,Silver,NSW,"(36.75, 54.5]"
280,300,156,5,3475.9,4,3,2,432,Silver,NSW,"(18.929, 36.75]"
97,105,89,4,3475.04,4,4,2,442,Bronze,NSW,"(36.75, 54.5]"
1312,1390,1,9,3474.54,1,1,2,112,Diamond,NSW,"(18.929, 36.75]"
617,651,18,3,3473.3199999999997,2,4,2,242,Gold,VIC,"(36.75, 54.5]"
3126,3306,40,5,3473.13,2,3,2,232,Platinum,NSW,"(18.929, 36.75]"
1934,2043,139,5,3472.24,4,3,2,432,Silver,NSW,"(36.75, 54.5]"
2084,2203,49,5,3469.0499999999997,3,3,2,332,Gold,QLD,"(54.5, 72.25]"
1425,1507,16,4,3468.4700000000003,1,4,2,142,Diamond,NSW,"(36.75, 54.5]"
2373,2507,47,4,3467.88,3,4,2,342,Silver,NSW,"(36.75, 54.5]"
1952,2062,42,5,3465.4100000000003,2,3,2,232,Platinum,NSW,"(54.5, 72.25]"
1128,1195,19,5,3463.81,2,3,2,232,Platinum,VIC,"(54.5, 72.25]"
1616,1707,17,8,3463.5399999999995,1,1,2,112,Diamond,NSW,"(36.75, 54.5]"
1499,1585,37,8,3461.650000000001,2,1,2,212,Platinum,NSW,"(36.75, 54.5]"
1570,1659,80,7,3461.08,3,2,2,322,Gold,VIC,"(54.5, 72.25]"
2982,3148,55,6,3460.3300000000004,3,3,2,332,Gold,NSW,"(36.75, 54.5]"
2229,2354,36,5,3458.1499999999996,2,3,2,232,Platinum,NSW,"(36.75, 54.5]"
1807,1909,59,6,3456.8,3,3,2,332,Gold,VIC,"(18.929, 36.75]"
1966,2080,162,6,3454.88,4,3,2,432,Silver,NSW,"(18.929, 36.75]"
1070,1136,35,6,3451.83,2,3,2,232,Platinum,QLD,"(54.5, 72.25]"
1660,1755,48,6,3451.34,3,3,2,332,Gold,NSW,"(18.929, 36.75]"
2636,2782,170,5,3450.8300000000004,4,3,2,432,Silver,NSW,"(54.5, 72.25]"
1085,1151,75,5,3449.31,3,3,2,332,Gold,QLD,"(54.5, 72.25]"
1917,2026,146,4,3447.44,4,4,2,442,Bronze,VIC,"(36.75, 54.5]"
1442,1526,80,6,3446.83,3,3,2,332,Gold,VIC,"(54.5, 72.25]"
538,570,35,6,3446.0699999999997,2,3,2,232,Platinum,NSW,"(18.929, 36.75]"
3144,3330,22,8,3445.49,2,1,2,212,Platinum,VIC,"(54.5, 72.25]"
3000,3167,73,4,3438.79,3,4,2,342,Silver,NSW,"(18.929, 36.75]"
592,626,54,9,3437.37,3,1,2,312,Gold,VIC,"(18.929, 36.75]"
1182,1254,37,7,3436.5000000000005,2,2,2,222,Platinum,VIC,"(54.5, 72.25]"
1667,1763,9,7,3434.3799999999997,1,2,2,122,Diamond,NSW,"(54.5, 72.25]"
1374,1452,2,5,3431.62,1,3,2,132,Diamond,VIC,"(54.5, 72.25]"
1758,1857,87,5,3429.51,4,3,2,432,Silver,QLD,"(36.75, 54.5]"
340,361,146,7,3428.15,4,2,2,422,Silver,NSW,"(54.5, 72.25]"
1052,1117,136,10,3427.64,4,1,2,412,Silver,NSW,"(54.5, 72.25]"
2967,3132,23,5,3426.54,2,3,2,232,Platinum,NSW,"(36.75, 54.5]"
2364,2498,7,8,3423.2000000000003,1,1,2,112,Diamond,NSW,"(36.75, 54.5]"
1367,1445,6,6,3423.12,1,3,2,132,Diamond,NSW,"(36.75, 54.5]"
2622,2768,23,6,3420.58,2,3,2,232,Platinum,QLD,"(18.929, 36.75]"
2660,2806,68,8,3420.1299999999997,3,1,2,312,Gold,VIC,"(36.75, 54.5]"
366,387,31,3,3417.7799999999997,2,4,2,242,Gold,VIC,"(36.75, 54.5]"
1262,1337,83,6,3417.4200000000005,3,3,2,332,Gold,NSW,"(36.75, 54.5]"
2639,2785,45,6,3411.62,3,3,2,332,Gold,NSW,"(18.929, 36.75]"
992,1054,5,8,3406.1599999999994,1,1,2,112,Diamond,NSW,"(36.75, 54.5]"
1727,1826,40,7,3405.7799999999997,2,2,2,222,Platinum,QLD,"(18.929, 36.75]"
1358,1436,72,5,3404.37,3,3,2,332,Gold,NSW,"(18.929, 36.75]"
850,903,16,9,3401.85,1,1,2,112,Diamond,NSW,"(18.929, 36.75]"
576,610,46,9,3399.91,3,1,2,312,Gold,NSW,"(18.929, 36.75]"
3188,3378,55,4,3399.02,3,4,2,342,Silver,NSW,"(18.929, 36.75]"
3187,3377,77,7,3395.35,3,2,2,322,Gold,QLD,"(36.75, 54.5]"
317,337,37,6,3388.8199999999997,2,3,2,232,Platinum,NSW,"(36.75, 54.5]"
1063,1128,26,5,3388.35,2,3,2,232,Platinum,NSW,"(36.75, 54.5]"
3053,3227,3,6,3386.57,1,3,2,132,Diamond,VIC,"(54.5, 72.25]"
2522,2665,30,3,3383.62,2,4,2,242,Gold,VIC,"(36.75, 54.5]"
2346,2480,42,5,3382.4000000000005,2,3,2,232,Platinum,NSW,"(54.5, 72.25]"
243,260,8,9,3381.41,1,1,2,112,Diamond,NSW,"(18.929, 36.75]"
2842,3001,104,4,3378.5699999999997,4,4,2,442,Bronze,NSW,"(54.5, 72.25]"
585,619,65,7,3378.35,3,2,2,322,Gold,NSW,"(36.75, 54.5]"
129,138,64,7,3377.12,3,2,2,322,Gold,VIC,"(36.75, 54.5]"
451,477,35,5,3375.0600000000004,2,3,2,232,Platinum,NSW,"(54.5, 72.25]"
2909,3072,67,7,3373.78,3,2,2,322,Gold,NSW,"(18.929, 36.75]"
1305,1383,57,4,3372.9700000000003,3,4,2,342,Silver,NSW,"(18.929, 36.75]"
1622,1714,38,6,3372.13,2,3,2,232,Platinum,NSW,"(36.75, 54.5]"
1867,1973,47,4,3371.69,3,4,2,342,Silver,NSW,"(36.75, 54.5]"
2142,2263,35,5,3371.4799999999996,2,3,2,232,Platinum,NSW,"(36.75, 54.5]"
477,505,14,5,3369.4700000000003,1,3,2,132,Diamond,NSW,"(36.75, 54.5]"
665,707,44,6,3368.2000000000003,2,3,2,232,Platinum,NSW,"(18.929, 36.75]"
22,28,83,6,3366.5599999999995,3,3,2,332,Gold,VIC,"(54.5, 72.25]"
1277,1353,14,9,3363.87,1,1,2,112,Diamond,VIC,"(54.5, 72.25]"
1536,1623,2,6,3362.5500000000006,1,3,2,132,Diamond,NSW,"(36.75, 54.5]"
2977,3143,20,11,3361.8399999999992,2,1,2,212,Platinum,NSW,"(18.929, 36.75]"
1856,1961,25,3,3361.67,2,4,2,242,Gold,NSW,"(54.5, 72.25]"
1580,1669,59,6,3361.1000000000004,3,3,2,332,Gold,QLD,"(54.5, 72.25]"
1008,1071,39,6,3359.09,2,3,2,232,Platinum,NSW,"(54.5, 72.25]"
407,428,51,8,3355.11,3,1,2,312,Gold,NSW,"(18.929, 36.75]"
2841,3000,42,4,3354.2699999999995,2,4,2,242,Gold,NSW,"(54.5, 72.25]"
590,624,90,3,3352.8900000000003,4,4,2,442,Bronze,VIC,"(18.929, 36.75]"
1717,1816,80,5,3352.53,3,3,2,332,Gold,NSW,"(36.75, 54.5]"
1104,1170,86,5,3351.7,4,3,2,432,Silver,VIC,"(54.5, 72.25]"
3232,3425,18,6,3350.1400000000003,2,3,2,232,Platinum,NSW,"(36.75, 54.5]"
1784,1884,24,7,3349.9900000000002,2,2,2,222,Platinum,VIC,"(36.75, 54.5]"
2632,2778,9,5,3348.4700000000003,1,3,2,132,Diamond,NSW,"(54.5, 72.25]"
1506,1592,100,4,3348.25,4,4,2,442,Bronze,NSW,"(18.929, 36.75]"
2085,2204,17,8,3346.58,1,1,2,112,Diamond,QLD,"(54.5, 72.25]"
116,125,83,10,3345.01,3,1,2,312,Gold,QLD,"(36.75, 54.5]"
2826,2983,129,5,3344.17,4,3,2,432,Silver,NSW,"(18.929, 36.75]"
2151,2272,104,6,3344.1300000000006,4,3,2,432,Silver,VIC,"(36.75, 54.5]"
1187,1259,41,7,3342.13,2,2,2,222,Platinum,NSW,"(36.75, 54.5]"
195,208,27,5,3342.02,2,3,2,232,Platinum,NSW,"(36.75, 54.5]"
2371,2505,12,9,3340.3500000000004,1,1,2,112,Diamond,NSW,"(36.75, 54.5]"
384,405,14,6,3338.3399999999997,1,3,2,132,Diamond,QLD,"(36.75, 54.5]"
2536,2679,85,6,3337.87,3,3,2,332,Gold,NSW,"(36.75, 54.5]"
869,923,32,7,3337.1600000000003,2,2,2,222,Platinum,NSW,"(36.75, 54.5]"
453,479,76,9,3335.2,3,1,2,312,Gold,NSW,"(18.929, 36.75]"
1599,1689,136,5,3334.2299999999996,4,3,2,432,Silver,VIC,"(54.5, 72.25]"
1260,1335,52,7,3332.6499999999996,3,2,2,322,Gold,NSW,"(36.75, 54.5]"
2891,3054,2,5,3330.78,1,3,2,132,Diamond,NSW,"(36.75, 54.5]"
343,364,11,6,3329.97,1,3,2,132,Diamond,VIC,"(36.75, 54.5]"
1106,1172,44,5,3329.4700000000003,2,3,2,232,Platinum,VIC,"(54.5, 72.25]"
2047,2164,68,7,3328.51,3,2,2,322,Gold,VIC,"(18.929, 36.75]"
599,633,1,7,3328.4499999999994,1,2,2,122,Diamond,NSW,"(18.929, 36.75]"
1954,2064,106,5,3327.04,4,3,2,432,Silver,NSW,"(54.5, 72.25]"
397,418,28,6,3325.13,2,3,2,232,Platinum,QLD,"(36.75, 54.5]"
1457,1541,70,5,3324.8900000000003,3,3,2,332,Gold,VIC,"(36.75, 54.5]"
2864,3024,50,2,3321.76,3,4,2,342,Silver,QLD,"(36.75, 54.5]"
2125,2245,74,7,3320.7799999999997,3,2,2,322,Gold,NSW,"(36.75, 54.5]"
452,478,3,9,3320.21,1,1,2,112,Diamond,NSW,"(18.929, 36.75]"
313,333,22,7,3320.1,2,2,2,222,Platinum,QLD,"(18.929, 36.75]"
793,840,38,6,3320.09,2,3,2,232,Platinum,NSW,"(36.75, 54.5]"
2221,2346,162,5,3315.32,4,3,2,432,Silver,NSW,"(18.929, 36.75]"
447,472,49,5,3309.7900000000004,3,3,2,332,Gold,NSW,"(54.5, 72.25]"
625,661,34,6,3308.0899999999997,2,3,2,232,Platinum,NSW,"(18.929, 36.75]"
1306,1384,36,6,3307.4800000000005,2,3,2,232,Platinum,NSW,"(18.929, 36.75]"
2631,2777,103,6,3307.11,4,3,2,432,Silver,NSW,"(54.5, 72.25]"
2521,2664,134,7,3303.7099999999996,4,2,2,422,Silver,VIC,"(36.75, 54.5]"
3243,3436,22,7,3302.8199999999997,2,2,2,222,Platinum,QLD,"(36.75, 54.5]"
1576,1665,68,7,3302.0499999999997,3,2,2,322,Gold,QLD,"(54.5, 72.25]"
747,792,17,6,3295.6499999999996,1,3,2,132,Diamond,NSW,"(18.929, 36.75]"
554,587,53,6,3293.3799999999997,3,3,2,332,Gold,NSW,"(54.5, 72.25]"
428,449,133,6,3292.4000000000005,4,3,2,432,Silver,VIC,"(54.5, 72.25]"
349,370,111,7,3290.2599999999998,4,2,2,422,Silver,NSW,"(36.75, 54.5]"
1788,1888,87,4,3288.04,4,4,2,442,Bronze,NSW,"(54.5, 72.25]"
1099,1165,10,9,3286.35,1,1,2,112,Diamond,VIC,"(36.75, 54.5]"
